endpoint,treatment_group,time_days,survival_probability,ci_lower,ci_upper,n_risk,n_events_at_time
Overall Survival,Obs,1530,0.5575684380032209,0.500831713093705,0.6104800322687114,176,1
Overall Survival,Obs,1548,0.5543823326432025,0.49763912747820493,0.6073631539821372,175,1
Overall Survival,Obs,1656,0.551196227283184,0.4944488269828967,0.6042440385800464,174,1
Overall Survival,Obs,1679,0.5480101219231656,0.4912608073737385,0.601122690761579,173,1
Overall Survival,Obs,1692,0.544824016563147,0.488075064707713,0.597999114940439,172,1
Overall Survival,Obs,1723,0.5416379112031288,0.48489159533030746,0.5948733152475791,171,1
Overall Survival,Obs,1745,0.5384518058431104,0.4817103958731805,0.5917452955336993,170,1
Overall Survival,Obs,1772,0.535265700483092,0.4785314632520151,0.5886150593715638,169,1
Overall Survival,Obs,1788,0.5320795951230736,0.47535479466455244,0.5854826100581394,168,1
Overall Survival,Obs,1790,0.5288934897630552,0.4721803875888046,0.5823479506165566,167,1
Overall Survival,Obs,1818,0.5256685294596218,0.4689650190904306,0.5791768685375873,164,1
Overall Survival,Obs,1875,0.5222988593989832,0.4655902490947836,0.5758768104955637,156,1
Overall Survival,Obs,1884,0.5189291893383446,0.46221836723668636,0.5725740594580074,155,1
Overall Survival,Obs,1896,0.5155374952903816,0.45882466132246175,0.5692494254295315,153,1
Overall Survival,Obs,1907,0.5121005786551124,0.4553831270524921,0.5658826932901304,150,1
Overall Survival,Obs,1915,0.5086636620198433,0.4519447199807534,0.5625130813177418,149,1
Overall Survival,Obs,1950,0.5051796643347758,0.44845651312542906,0.5590996927735684,146,1
Overall Survival,Obs,2077,0.5014375927471107,0.4446790683789481,0.5554613934161613,135,1
Overall Survival,Obs,2083,0.49769552115944576,0.4409060954659919,0.5518191725025691,134,1
Overall Survival,Obs,2085,0.4939534495717808,0.4371375741004509,0.5481730413252969,133,1
Overall Survival,Obs,2133,0.4898711896579644,0.4329823207899849,0.5442359386618629,121,1
Overall Survival,Obs,2171,0.4853769585601849,0.4283498656242035,0.5399550432950427,109,1
Overall Survival,Obs,2213,0.4802133738946511,0.42291832979172206,0.5351380224716258,94,1
Overall Survival,Obs,2257,0.4744276705947155,0.41672745663566846,0.5298397783920727,83,1
Overall Survival,Obs,2284,0.46826627227530365,0.4100833975406738,0.524248525995662,77,1
Overall Survival,Obs,2287,0.4621048739558917,0.4034709386542404,0.5186321979913525,76,1
Overall Survival,Obs,2351,0.45520778628490827,0.39593697529321153,0.5124736047024365,67,1
Overall Survival,Obs,2527,0.4455225142362932,0.3845696436913807,0.5045770457133796,47,1
Overall Survival,Obs,2552,0.43491483532590525,0.3720095958526766,0.49606017585548906,42,1
Overall Survival,Obs,2789,0.40773265811803616,0.3295309412228588,0.4843005996162078,16,1
Overall Survival,Lev,0,1.0,1.0,1.0,310,0
Overall Survival,Lev,24,0.9967741935483871,0.9773229865806872,0.999544987480556,310,1
Overall Survival,Lev,56,0.9935483870967743,0.9744513632943557,0.9983825938649813,309,1
Overall Survival,Lev,93,0.9903225806451613,0.9702976468905213,0.9968686166242197,308,1
Overall Survival,Lev,122,0.9870967741935485,0.9659878209967927,0.9951376546066945,307,1
Overall Survival,Lev,129,0.9838709677419355,0.9616858862588692,0.9932549440219796,306,1
Overall Survival,Lev,133,0.9806451612903226,0.957427669323901,0.9912580570470093,305,1
Overall Survival,Lev,150,0.9774193548387098,0.953219876244075,0.9891710230321439,304,1
Overall Survival,Lev,165,0.9741935483870968,0.9490611481730471,0.9870103350584171,303,1
Overall Survival,Lev,171,0.967741935483871,0.9408761013183105,0.9825126816325356,302,2
Overall Survival,Lev,191,0.9645161290322581,0.9368419934363604,0.980191583645184,300,1
Overall Survival,Lev,206,0.9612903225806453,0.9328421492508425,0.9778301033872853,299,1
Overall Survival,Lev,219,0.9548387096774195,0.9249335723695845,0.9730029865592278,298,2
Overall Survival,Lev,222,0.9516129032258065,0.9210198894215459,0.9705440632977915,296,1
Overall Survival,Lev,226,0.9483870967741936,0.9171304804817166,0.9680584983886211,295,1
Overall Survival,Lev,232,0.9451612903225808,0.9132635626030877,0.9655484998294714,294,1
Overall Survival,Lev,257,0.9419354838709678,0.9094175604736313,0.9630159729003607,293,1
Overall Survival,Lev,283,0.9387096774193548,0.90559107621573,0.9604625755497346,292,1
Overall Survival,Lev,314,0.9322580645161291,0.8979918087957204,0.9552988133458584,291,2
Overall Survival,Lev,316,0.9290322580645162,0.8942169085214144,0.952690870859005,289,1
Overall Survival,Lev,323,0.9258064516129033,0.8904572591128207,0.950066951266494,288,1
Overall Survival,Lev,342,0.9225806451612903,0.8867120419017496,0.9474279675754431,287,1
Overall Survival,Lev,343,0.9193548387096775,0.8829805129581402,0.9447747429059369,286,1
Overall Survival,Lev,349,0.9161290322580645,0.8792619940360027,0.94210802247254,285,1
Overall Survival,Lev,355,0.9129032258064517,0.8755558648509436,0.9394284835806858,284,1
Overall Survival,Lev,356,0.9096774193548387,0.8718615564649399,0.9367367440263843,283,1
Overall Survival,Lev,362,0.9064516129032258,0.8681785455954174,0.9340333692008399,282,1
Overall Survival,Lev,366,0.903225806451613,0.8645063496990881,0.9313188781363979,281,1
Overall Survival,Lev,376,0.9,0.8608445227079244,0.9285937486808103,280,1
Overall Survival,Lev,382,0.8967741935483872,0.857192651316359,0.9258584219489445,279,1
Overall Survival,Lev,402,0.8935483870967742,0.8535503517363437,0.9231133061717774,278,1
Overall Survival,Lev,406,0.8903225806451613,0.8499172668511246,0.9203587800396923,277,1
Overall Survival,Lev,420,0.8870967741935484,0.8462930637101436,0.9175951956191299,276,1
Overall Survival,Lev,422,0.8838709677419354,0.8426774313169194,0.9148228809074381,275,1
Overall Survival,Lev,430,0.8806451612903226,0.8390700786694787,0.9120421420794051,274,1
Overall Survival,Lev,438,0.8774193548387096,0.8354707330192688,0.9092532654698553,273,1
Overall Survival,Lev,439,0.8741935483870967,0.831879138319727,0.906456519329319,272,1
Overall Survival,Lev,443,0.8709677419354839,0.8282950538400251,0.9036521553837953,271,1
Overall Survival,Lev,444,0.867741935483871,0.82471825292313,0.9008404102247348,270,1
Overall Survival,Lev,472,0.864516129032258,0.8211485218703358,0.8980215065513404,269,1
Overall Survival,Lev,475,0.8612903225806452,0.8175856589369598,0.8951956542839598,268,1
Overall Survival,Lev,486,0.8580645161290323,0.8140294734260155,0.8923630515645824,267,1
Overall Survival,Lev,499,0.8548387096774194,0.8104797848684847,0.8895238856581515,266,1
Overall Survival,Lev,512,0.8516129032258065,0.8069364222803233,0.8866783337664753,265,1
Overall Survival,Lev,522,0.8483870967741935,0.8033992234876337,0.8838265637648943,264,1
Overall Survival,Lev,546,0.8451612903225806,0.7998680345125398,0.8809687348705014,263,1
Overall Survival,Lev,553,0.8419354838709677,0.7963427090132427,0.8781049982495419,262,1
Overall Survival,Lev,559,0.8387096774193549,0.7928231077725434,0.8752354975706392,261,1
Overall Survival,Lev,569,0.8354838709677419,0.7893090982298191,0.8723603695096482,260,1
Overall Survival,Lev,573,0.832258064516129,0.7858005540520339,0.8694797442112167,259,1
Overall Survival,Lev,580,0.8290322580645161,0.7822973547398876,0.8665937457115127,258,1
Overall Survival,Lev,582,0.8258064516129032,0.7787993852656585,0.8637024923260491,257,1
Overall Survival,Lev,589,0.8225806451612904,0.7753065357396821,0.8608060970060645,256,1
Overall Survival,Lev,602,0.8161290322580645,0.7683357808420405,0.8549983074884973,255,2
Overall Survival,Lev,608,0.8129032258064517,0.764857678728346,0.8520871151982016,253,1
Overall Survival,Lev,628,0.8096774193548387,0.7613843025728048,0.8491711853250709,252,1
Overall Survival,Lev,629,0.8064516129032259,0.7579155640012819,0.8462506084405598,251,1
Overall Survival,Lev,642,0.803225806451613,0.7544513782449312,0.8433254713795211,250,1
Overall Survival,Lev,643,0.8,0.7509916639455251,0.8403958574456545,249,1
Overall Survival,Lev,647,0.7967741935483871,0.7475363429743033,0.837461846602409,248,1
Overall Survival,Lev,664,0.7935483870967742,0.7440853402632155,0.8345235156505781,247,1
Overall Survival,Lev,669,0.7903225806451614,0.7406385836475393,0.8315809383937067,246,1
Overall Survival,Lev,675,0.7870967741935484,0.7371960037189529,0.828634185792313,245,1
Overall Survival,Lev,678,0.7838709677419355,0.7337575336882296,0.8256833261078397,244,1
Overall Survival,Lev,684,0.7806451612903227,0.7303231092567969,0.8227284250371534,243,1
Overall Survival,Lev,706,0.7774193548387097,0.7268926684964749,0.8197695458383416,242,1
Overall Survival,Lev,708,0.7741935483870969,0.7234661517367678,0.8168067494484841,241,1
Overall Survival,Lev,709,0.770967741935484,0.7200435014591396,0.8138400945940133,240,1
Overall Survival,Lev,720,0.767741935483871,0.7166246621977567,0.8108696378942256,239,1
Overall Survival,Lev,723,0.7645161290322582,0.7132095804462201,0.8078954339584544,238,1
Overall Survival,Lev,729,0.7612903225806453,0.7097982045698574,0.8049175354773694,237,1
Overall Survival,Lev,730,0.7580645161290324,0.7063904847231757,0.8019359933088313,236,1
Overall Survival,Lev,739,0.7548387096774195,0.7029863727721127,0.798950856558689,235,1
Overall Survival,Lev,743,0.7516129032258065,0.6995858222207516,0.7959621726568783,234,1
Overall Survival,Lev,755,0.7483870967741937,0.696188788142195,0.7929699874291486,233,1
Overall Survival,Lev,759,0.741935483870968,0.6894050971531106,0.7869752886801415,232,2
Overall Survival,Lev,764,0.738709677419355,0.686018357664471,0.7839728593796216,230,1
Overall Survival,Lev,766,0.7354838709677421,0.6826349693790564,0.7809670973120362,229,1
Overall Survival,Lev,795,0.7322580645161292,0.6792548943051634,0.7779580412248615,228,1
Overall Survival,Lev,797,0.7290322580645163,0.675878095678343,0.7749457286152104,227,1
Overall Survival,Lev,806,0.7258064516129034,0.6725045379146128,0.7719301957781655,226,1
Overall Survival,Lev,833,0.7225806451612905,0.6691341865660995,0.7689114778525769,225,1
Overall Survival,Lev,846,0.7193548387096775,0.6657670082789616,0.7658896088644823,224,1
Overall Survival,Lev,858,0.7161290322580647,0.6624029707534578,0.7628646217682981,223,1
Overall Survival,Lev,875,0.7129032258064518,0.6590420427060247,0.7598365484859118,222,1
Overall Survival,Lev,885,0.7096774193548389,0.6556841938332539,0.7568054199438087,221,1
Overall Survival,Lev,890,0.706451612903226,0.6523293947776502,0.7537712661083439,220,1
Overall Survival,Lev,902,0.7032258064516131,0.6489776170950704,0.75073411601927,219,1
Overall Survival,Lev,905,0.7000000000000002,0.6456288332237473,0.747693997821623,218,1
Overall Survival,Lev,909,0.6967741935483873,0.6422830164548075,0.7446509387960597,217,1
Overall Survival,Lev,938,0.6935483870967745,0.6389401409041994,0.7416049653877321,216,1
Overall Survival,Lev,939,0.6903225806451615,0.6356001814859562,0.7385561032337848,215,1
Overall Survival,Lev,940,0.6870967741935486,0.6322631138867172,0.7355043771895482,214,1
Overall Survival,Lev,942,0.6838709677419358,0.6289289145414413,0.7324498113535,213,1
Overall Survival,Lev,944,0.6806451612903228,0.6255975606102496,0.7293924290910607,212,1
Overall Survival,Lev,952,0.67741935483871,0.6222690299563368,0.7263322530572897,211,1
Overall Survival,Lev,961,0.6709677419354841,0.6156203533229962,0.7202036068730718,210,2
Overall Survival,Lev,968,0.6677419354838713,0.6123001664003954,0.7171351786708667,208,1
Overall Survival,Lev,969,0.6645161290322583,0.6089827208311863,0.714064040632359,207,1
Overall Survival,Lev,986,0.6612903225806454,0.6056679976962912,0.7109902121664669,206,1
Overall Survival,Lev,997,0.6548387096774196,0.5990466459876228,0.7048345586328665,205,2
Overall Survival,Lev,1018,0.6516129032258067,0.5957399824629316,0.7017527694761699,203,1
Overall Survival,Lev,1034,0.6483870967741938,0.5924359714408375,0.6986683617447892,202,1
Overall Survival,Lev,1037,0.6451612903225808,0.5891345967997905,0.6955813520329166,201,1
Overall Survival,Lev,1041,0.641935483870968,0.5858358429351627,0.6924917564155193,200,1
Overall Survival,Lev,1046,0.638709677419355,0.5825396947464883,0.6893995904614422,199,1
Overall Survival,Lev,1055,0.6354838709677422,0.5792461376252656,0.6863048692459381,198,1
Overall Survival,Lev,1061,0.6322580645161292,0.5759551574432904,0.6832076073626502,197,1
Overall Survival,Lev,1092,0.6290322580645163,0.5726667405415055,0.6801078189350721,196,1
Overall Survival,Lev,1103,0.6258064516129035,0.5693808737193358,0.677005517627508,195,1
Overall Survival,Lev,1105,0.6225806451612906,0.5660975442244952,0.6739007166555533,194,1
Overall Survival,Lev,1112,0.6193548387096777,0.5628167397432415,0.6707934287961185,193,1
Overall Survival,Lev,1117,0.6161290322580647,0.5595384483910629,0.667683666397013,192,1
Overall Survival,Lev,1122,0.6129032258064518,0.5562626587037776,0.6645714413861079,191,1
Overall Survival,Lev,1135,0.6096774193548389,0.5529893596290302,0.6614567652800943,190,1
Overall Survival,Lev,1145,0.606451612903226,0.5497185405181712,0.6583396491928555,189,1
Overall Survival,Lev,1154,0.6032258064516131,0.5464501911185021,0.655220103843463,188,1
Overall Survival,Lev,1161,0.6000000000000002,0.5431843015658742,0.6520981395638177,187,1
Overall Survival,Lev,1178,0.5967741935483873,0.539920862377628,0.648973766305943,186,1
Overall Survival,Lev,1186,0.5935483870967745,0.5366598644458602,0.6458469936489468,185,1
Overall Survival,Lev,1191,0.5903225806451615,0.5334012990310077,0.6427178308056637,184,1
Overall Survival,Lev,1207,0.5870967741935487,0.5301451577557361,0.6395862866289869,183,1
Overall Survival,Lev,1215,0.5838709677419357,0.5268914325991249,0.6364523696179019,182,1
Overall Survival,Lev,1219,0.5806451612903228,0.5236401158911368,0.6333160879232332,181,1
Overall Survival,Lev,1252,0.57741935483871,0.5203912003073647,0.6301774493531109,180,1
Overall Survival,Lev,1262,0.574193548387097,0.5171446788640459,0.6270364613781674,179,1
Overall Survival,Lev,1295,0.5709677419354842,0.5139005449133363,0.6238931311364734,178,1
Overall Survival,Lev,1325,0.5677419354838712,0.5106587921388365,0.62074746543822,177,1
Overall Survival,Lev,1399,0.5645161290322582,0.5074194145513636,0.6175994707701542,176,1
Overall Survival,Lev,1405,0.5612903225806454,0.5041824064849615,0.6144491532997766,175,1
Overall Survival,Lev,1434,0.5580645161290324,0.5009477625931416,0.6112965188793041,174,1
Overall Survival,Lev,1509,0.5548387096774194,0.4977154778453525,0.6081415730494096,173,1
Overall Survival,Lev,1540,0.5515940388605926,0.49446442566932963,0.604967806777651,171,1
Overall Survival,Lev,1548,0.5483493680437656,0.49121578594534265,0.6017916912834468,170,1
Overall Survival,Lev,1568,0.5451046972269384,0.4879695540173023,0.5986132314699039,169,1
Overall Survival,Lev,1652,0.5418600264101114,0.4847257255535243,0.5954324319293716,168,1
Overall Survival,Lev,1709,0.5386153555932844,0.48148429654376945,0.5922492969463249,167,1
Overall Survival,Lev,1768,0.5353706847764574,0.47824526329650857,0.5890638305000402,166,1
Overall Survival,Lev,1829,0.5320862020477676,0.47496419163251336,0.5858410998855651,163,1
Overall Survival,Lev,1839,0.5287813188052348,0.4716628516952551,0.5825980646007245,161,1
Overall Survival,Lev,1850,0.5254764355627021,0.4683641009887258,0.5793525510069191,160,1
Overall Survival,Lev,1851,0.5221715523201694,0.46506793544299296,0.5761045626760741,159,1
Overall Survival,Lev,1879,0.5188456188659007,0.46175086595643816,0.5728356413770741,157,1
Overall Survival,Lev,1885,0.5154982277764434,0.4584124972588515,0.569545390111448,155,1
Overall Survival,Lev,1932,0.5121067920673877,0.4550276337156187,0.5662140195775663,152,1
Overall Survival,Lev,2023,0.5085504949002532,0.4514603857095712,0.5627366714928261,144,1
Overall Survival,Lev,2079,0.5048653463864832,0.4477507101600582,0.5591452244181707,138,1
Overall Survival,Lev,2128,0.5010114124446017,0.4438524292647826,0.5554062958108307,131,1
Overall Survival,Lev,2152,0.49690476152292457,0.4396672786580592,0.5514507916025315,122,1
Overall Survival,Lev,2171,0.4926937042218829,0.43536692236153945,0.5474031758492106,118,1
Overall Survival,Lev,2458,0.4851138010800078,0.42676393527712864,0.5409080666989362,65,1
Overall Survival,Lev,2593,0.47356347248286473,0.41230127404469413,0.5322734265181588,42,1
Overall Survival,Lev,2683,0.4592130642258082,0.3935954882935384,0.5222818148734583,33,1
Overall Survival,Lev,2718,0.4415510232940464,0.36988199647385545,0.510741772385186,26,1
Overall Survival,Lev,2910,0.3924897984835968,0.2827335969505318,0.5003704471672844,9,1
Overall Survival,Lev+5FU,0,1.0,1.0,1.0,304,0
Overall Survival,Lev+5FU,23,0.9967105263157895,0.9768798975262637,0.9995359942623281,304,1
Overall Survival,Lev+5FU,34,0.9934210526315789,0.9739520900180321,0.9983505923779469,303,1
Overall Survival,Lev+5FU,45,0.9901315789473684,0.9697175053825383,0.9968066053793702,302,1
Overall Survival,Lev+5FU,52,0.9868421052631579,0.965323906164772,0.9950412902009884,301,1
Overall Survival,Lev+5FU,79,0.9835526315789473,0.9609384550111976,0.993121173365768,300,1
Overall Survival,Lev+5FU,127,0.9802631578947368,0.9565976609384587,0.9910845713113473,299,1
Overall Survival,Lev+5FU,138,0.9769736842105262,0.9523083509562977,0.9889559900736762,298,1
Overall Survival,Lev+5FU,141,0.9736842105263157,0.9480691329369442,0.9867522503785372,297,1
Overall Survival,Lev+5FU,144,0.9703947368421052,0.9438763349509804,0.9844855024723352,296,1
Overall Survival,Lev+5FU,186,0.9671052631578947,0.9397258795908167,0.9821648691405608,295,1
Overall Survival,Lev+5FU,251,0.9638157894736842,0.9356138961219712,0.9797974112999246,294,1
Overall Survival,Lev+5FU,269,0.9605263157894736,0.9315368998130562,0.9773887295609063,293,1
Overall Survival,Lev+5FU,271,0.957236842105263,0.9274918164077084,0.9749433568566275,292,1
Overall Survival,Lev+5FU,274,0.9539473684210525,0.9234759527048436,0.9724650246439535,291,1
Overall Survival,Lev+5FU,276,0.950657894736842,0.9194869515525138,0.9699568492038715,290,1
Overall Survival,Lev+5FU,279,0.9473684210526314,0.9155227458171908,0.9674214655739205,289,1
Overall Survival,Lev+5FU,283,0.9440789473684209,0.9115815165056341,0.9648611260790769,288,1
Overall Survival,Lev+5FU,293,0.9407894736842104,0.9076616564516188,0.962277774284066,287,1
Overall Survival,Lev+5FU,302,0.9374999999999999,0.9037617395044959,0.9596731014805229,286,1
Overall Survival,Lev+5FU,304,0.9342105263157893,0.8998804946336383,0.9570485905079001,285,1
Overall Survival,Lev+5FU,324,0.9309210526315788,0.8960167842346639,0.954405550220862,284,1
Overall Survival,Lev+5FU,326,0.9276315789473683,0.8921695859518325,0.9517451429371597,283,1
Overall Survival,Lev+5FU,340,0.9243421052631577,0.8883379774138696,0.949068406540703,282,1
Overall Survival,Lev+5FU,355,0.9210526315789472,0.8845211233744616,0.9463762724613932,281,1
Overall Survival,Lev+5FU,363,0.9177631578947367,0.880718264836636,0.9436695804360856,280,1
Overall Survival,Lev+5FU,389,0.9144736842105262,0.8769287098164618,0.9409490907293289,279,1
Overall Survival,Lev+5FU,400,0.9111842105263157,0.8731518254651284,0.9382154943294654,278,1
Overall Survival,Lev+5FU,428,0.9078947368421051,0.869387031320543,0.9354694215162525,277,1
Overall Survival,Lev+5FU,430,0.9046052631578946,0.8656337935018215,0.93271144910759,276,1
Overall Survival,Lev+5FU,441,0.901315789473684,0.8618916196941158,0.92994210662647,275,1
Overall Survival,Lev+5FU,448,0.8980263157894735,0.8581600547986908,0.9271618815788628,274,1
Overall Survival,Lev+5FU,454,0.8947368421052629,0.8544386771453102,0.9243712239946237,273,1
Overall Survival,Lev+5FU,460,0.8914473684210524,0.8507270951818896,0.921570550353656,272,1
Overall Survival,Lev+5FU,484,0.8881578947368419,0.8470249445708843,0.9187602469962715,271,1
Overall Survival,Lev+5FU,490,0.8848684210526314,0.8433318856336663,0.9159406730983825,270,1
Overall Survival,Lev+5FU,498,0.8815789473684209,0.8396476010937739,0.913112163277655,269,1
Overall Survival,Lev+5FU,499,0.8782894736842104,0.8359717940777942,0.91027502988518,268,1
Overall Survival,Lev+5FU,503,0.8749999999999999,0.8323041863391258,0.907429565027924,267,1
Overall Survival,Lev+5FU,529,0.8717105263157894,0.828644516675215,0.9045760423597078,266,1
Overall Survival,Lev+5FU,550,0.8684210526315789,0.8249925395132952,0.9017147186723561,265,1
Overall Survival,Lev+5FU,576,0.8651315789473683,0.8213480236433502,0.8988458353136619,264,1
Overall Survival,Lev+5FU,578,0.8618421052631577,0.8177107510800973,0.8959696194547079,263,1
Overall Survival,Lev+5FU,580,0.8585526315789472,0.8140805160383738,0.8930862852256922,262,1
Overall Survival,Lev+5FU,583,0.8552631578947367,0.8104571240084809,0.890196034736593,261,1
Overall Survival,Lev+5FU,592,0.8519736842105262,0.8068403909198694,0.8872990589966565,260,1
Overall Survival,Lev+5FU,601,0.8486842105263157,0.8032301423831103,0.8843955387447251,259,1
Overall Survival,Lev+5FU,603,0.8453947368421051,0.7996262130014081,0.8814856452007719,258,1
Overall Survival,Lev+5FU,609,0.8421052631578946,0.7960284457440431,0.8785695407476086,257,1
Overall Survival,Lev+5FU,614,0.8388157894736841,0.7924366913750879,0.8756473795505503,256,1
Overall Survival,Lev+5FU,616,0.8355263157894736,0.7888508079315735,0.8727193081218138,255,1
Overall Survival,Lev+5FU,641,0.832236842105263,0.7852706602459856,0.8697854658355709,254,1
Overall Survival,Lev+5FU,642,0.8289473684210525,0.7816961195085869,0.8668459853988342,253,1
Overall Survival,Lev+5FU,643,0.825657894736842,0.7781270628655879,0.8639009932827281,252,1
Overall Survival,Lev+5FU,666,0.8223684210526315,0.7745633730496545,0.8609506101181497,251,1
Overall Survival,Lev+5FU,674,0.8190789473684209,0.7710049380396319,0.8579949510593539,250,1
Overall Survival,Lev+5FU,692,0.8124999999999999,0.7639034087246231,0.852068240474556,249,2
Overall Survival,Lev+5FU,693,0.8092105263157894,0.7603601139015168,0.8490973947571484,247,1
Overall Survival,Lev+5FU,696,0.8059210526315789,0.7568216723317981,0.846121685310679,246,1
Overall Survival,Lev+5FU,712,0.8026315789473683,0.7532879939659314,0.8431412044375342,245,1
Overall Survival,Lev+5FU,736,0.7993421052631579,0.749758992436771,0.8401560406240188,244,1
Overall Survival,Lev+5FU,765,0.7960526315789473,0.7462345848609554,0.8371662787499495,243,1
Overall Survival,Lev+5FU,802,0.7894736842105263,0.7391992363586267,0.831173283461927,242,2
Overall Survival,Lev+5FU,806,0.7861842105263158,0.7356881454832219,0.8281702034612108,240,1
Overall Survival,Lev+5FU,811,0.7828947368421053,0.7321813483529362,0.8251628325524827,239,1
Overall Survival,Lev+5FU,844,0.7796052631578948,0.7286787769691216,0.8221512402493212,238,1
Overall Survival,Lev+5FU,862,0.7763157894736843,0.7251803658784087,0.8191354934448658,237,1
Overall Survival,Lev+5FU,884,0.7730263157894738,0.7216860520500303,0.8161156565401392,236,1
Overall Survival,Lev+5FU,887,0.7664473684210528,0.7147094754875445,0.8100639582866123,235,2
Overall Survival,Lev+5FU,905,0.7631578947368421,0.7112270978053181,0.8070322143232277,233,1
Overall Survival,Lev+5FU,911,0.7598684210526317,0.7077485872928231,0.803996615235096,232,1
Overall Survival,Lev+5FU,916,0.7565789473684212,0.7042738914426818,0.8009572146216842,231,1
Overall Survival,Lev+5FU,961,0.7532894736842107,0.700802959577309,0.7979140642084165,230,1
Overall Survival,Lev+5FU,977,0.7500000000000002,0.6973357427696227,0.7948672139290743,229,1
Overall Survival,Lev+5FU,993,0.7467105263157896,0.6938721937683148,0.7918167120034,228,1
Overall Survival,Lev+5FU,1022,0.7434210526315791,0.6904122669273643,0.7887626050102382,227,1
Overall Survival,Lev+5FU,1138,0.7401315789473686,0.6869559181395082,0.785704937956522,226,1
Overall Survival,Lev+5FU,1145,0.736842105263158,0.6835031047734044,0.7826437543423865,225,1
Overall Survival,Lev+5FU,1151,0.7335526315789475,0.6800537856142435,0.7795790962226693,224,1
Overall Survival,Lev+5FU,1193,0.730263157894737,0.6766079208075831,0.7765110042650348,223,1
Overall Survival,Lev+5FU,1201,0.7269736842105264,0.6731654718061996,0.7734395178049471,222,1
Overall Survival,Lev+5FU,1212,0.7236842105263159,0.6697264013197617,0.7703646748976903,221,1
Overall Survival,Lev+5FU,1246,0.7203947368421054,0.6662906732671525,0.767286512367628,220,1
Overall Survival,Lev+5FU,1273,0.7171052631578949,0.662858252731273,0.7642050658548736,219,1
Overall Survival,Lev+5FU,1276,0.7105263157894739,0.6560032001063816,0.7580324577836702,218,2
Overall Survival,Lev+5FU,1279,0.7072368421052634,0.6525805036282697,0.7549413619711304,216,1
Overall Survival,Lev+5FU,1302,0.7039319970486968,0.6491428662401554,0.7518342894943308,214,1
Overall Survival,Lev+5FU,1306,0.7006271519921302,0.645708448372832,0.7487240453902463,213,1
Overall Survival,Lev+5FU,1365,0.6973223069355635,0.6422772198438711,0.7456106598015773,212,1
Overall Survival,Lev+5FU,1387,0.6940174618789968,0.6388491514338906,0.742494161924984,211,1
Overall Survival,Lev+5FU,1388,0.6907126168224301,0.6354242148538296,0.7393745800431263,210,1
Overall Survival,Lev+5FU,1424,0.6873918830877069,0.6319837611295728,0.7362386145181965,208,1
Overall Survival,Lev+5FU,1439,0.6840711493529837,0.6285464555751088,0.7330995690543595,207,1
Overall Survival,Lev+5FU,1446,0.6807504156182606,0.6251122711916672,0.7299574700732183,206,1
Overall Survival,Lev+5FU,1495,0.6774134037769945,0.6216621583882331,0.7267986544862959,204,1
Overall Survival,Lev+5FU,1511,0.6740763919357285,0.6182151862962402,0.723636785101495,203,1
Overall Survival,Lev+5FU,1521,0.6707393800944625,0.6147713291475629,0.7204718866257085,202,1
Overall Survival,Lev+5FU,1550,0.6674023682531967,0.6113305620106865,0.7173039829887695,201,1
Overall Survival,Lev+5FU,1607,0.6640653564119307,0.607892860764453,0.7141330973669956,200,1
Overall Survival,Lev+5FU,1620,0.6607283445706646,0.604458202073072,0.7109592522056362,199,1
Overall Survival,Lev+5FU,1637,0.6573913327293986,0.601026563362325,0.7077824692402808,198,1
Overall Survival,Lev+5FU,1668,0.6540543208881326,0.597597922796902,0.7046027695172795,197,1
Overall Survival,Lev+5FU,1671,0.6507173090468666,0.5941722592588115,0.7014201734132278,196,1
Overall Survival,Lev+5FU,1752,0.6473802972056008,0.5907495523268057,0.69823470065356,195,1
Overall Survival,Lev+5FU,1767,0.6440432853643347,0.5873297822567726,0.6950463703302958,194,1
Overall Survival,Lev+5FU,1783,0.6407062735230687,0.5839129299630439,0.6918552009189831,193,1
Overall Survival,Lev+5FU,1798,0.6373692616818027,0.5804989770005737,0.6886612102948708,192,1
Overall Survival,Lev+5FU,1812,0.6340146866203196,0.5770676810219315,0.6854494428093723,190,1
Overall Survival,Lev+5FU,1831,0.6305875802061557,0.5735556454801285,0.6821731396831502,185,1
Overall Survival,Lev+5FU,1856,0.6271417464345374,0.5700251827553052,0.6788779010073904,183,1
Overall Survival,Lev+5FU,1995,0.6234955734901505,0.5662651042362383,0.6754107065503768,172,1
Overall Survival,Lev+5FU,2021,0.6197620670620657,0.5624068959646327,0.6718668287351494,167,1
Overall Survival,Lev+5FU,2052,0.6159126132293821,0.5584167902994652,0.668222647706955,161,1
Overall Survival,Lev+5FU,2127,0.611694033686715,0.5539914747658847,0.6642725275039636,146,1
Overall Survival,Lev+5FU,2174,0.6071962834390187,0.5492348173068917,0.6600932025282735,136,1
Overall Survival,Lev+5FU,2197,0.6024152103410736,0.5441391416352841,0.6556839524974926,127,1
Overall Survival,Lev+5FU,2318,0.5965091788671416,0.537618992904445,0.6504273334957965,102,1
Overall Survival,Lev+5FU,2482,0.5882243291606535,0.5278213954304755,0.6436058919646812,72,1
Overall Survival,Lev+5FU,2542,0.5771257569123394,0.513804741537465,0.6352347186696435,53,1
Overall Survival,Lev+5FU,2725,0.5606364495719868,0.49078930276716076,0.6246900747940624,35,1
